Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-11,92641,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-11,130615,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-12,90037,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-14,113442,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-14,131706,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-19,102010,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-21,90115,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Forwarded,Work in progress,2025-03-21,135124,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Solved,Closed,2025-04-01,1758,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Suspended,Solved,2025-03-26,231749,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,To be defined,Work in progress,2025-03-04,145445,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-04,163110,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-05,105053,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-05,190109,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-10,55737,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-11,92704,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-11,181241,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-12,124104,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-14,113458,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-18,224603,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-19,103103,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Forwarded,2025-03-21,91429,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:24:16,202510,A3202343L,P3 - Normal,Work in progress,Suspended,2025-03-21,151428,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SADEG SAID ANGELICA,SANDEEP SV Guru,Incident,Closed,2025-04-01,Enter a description of your request : user KZasadna was granted Area manager access but has no visibility of Damage disposition function..System (RP1/CP1/MIM) : RP1/CP1/MIM..Brand : SGH DC..Country : United Kingdom..SAP Site # : multiple..SAP User ID : KZasadna..Is this a MIM issue? : true..MIM User ID : KZasadna,user have confirmed getting access,User assistance,SCM_MIMUSR_UK_SGH_3323: MIM Error Roles Missing
2025-03-04,14:46:59,202510,A3202418L,P3 - Normal,Solved,Closed,2025-03-09,180610,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Bohdan Breslavets,NETKE AKSHAY,Incident,Closed,2025-03-09,"Enter a description of your request : Hi Team, The attached file contains a list of orders, as well as a response from the AFS in column F. Can you check the orders, and also find out why each of these orders contains items that never made it to theAFS? Best regards,. Bohdan..System (RP1/CP1/MIM) : RP1..Brand : SGH..Country : US..SAP Site # : 0..SAP User ID : 0","Hi,....We.have.checked.&.found.that.for.all.the.orders.the.ship/rejection.notification.is already sent & 4 orders.are.still in process so.for.that.please ask AFS1 team to check & resend.the.status.for.that.order.....As.there is no action needed fromFSM1,.we.are setting this incident as resolved.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_US_SGH_XXXX : Orders Status
2025-03-04,14:46:59,202510,A3202418L,P3 - Normal,To be defined,Work in progress,2025-03-04,145300,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Bohdan Breslavets,NETKE AKSHAY,Incident,Closed,2025-03-09,"Enter a description of your request : Hi Team, The attached file contains a list of orders, as well as a response from the AFS in column F. Can you check the orders, and also find out why each of these orders contains items that never made it to theAFS? Best regards,. Bohdan..System (RP1/CP1/MIM) : RP1..Brand : SGH..Country : US..SAP Site # : 0..SAP User ID : 0","Hi,....We.have.checked.&.found.that.for.all.the.orders.the.ship/rejection.notification.is already sent & 4 orders.are.still in process so.for.that.please ask AFS1 team to check & resend.the.status.for.that.order.....As.there is no action needed fromFSM1,.we.are setting this incident as resolved.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_US_SGH_XXXX : Orders Status
2025-03-04,14:46:59,202510,A3202418L,P3 - Normal,Work in progress,Solved,2025-03-04,180605,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Bohdan Breslavets,NETKE AKSHAY,Incident,Closed,2025-03-09,"Enter a description of your request : Hi Team, The attached file contains a list of orders, as well as a response from the AFS in column F. Can you check the orders, and also find out why each of these orders contains items that never made it to theAFS? Best regards,. Bohdan..System (RP1/CP1/MIM) : RP1..Brand : SGH..Country : US..SAP Site # : 0..SAP User ID : 0","Hi,....We.have.checked.&.found.that.for.all.the.orders.the.ship/rejection.notification.is already sent & 4 orders.are.still in process so.for.that.please ask AFS1 team to check & resend.the.status.for.that.order.....As.there is no action needed fromFSM1,.we.are setting this incident as resolved.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_US_SGH_XXXX : Orders Status
2025-03-04,15:07:39,202510,A3202498L,P3 - Normal,Solved,Closed,2025-03-19,141659,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Artem Minets,SANDEEP SV Guru,Incident,Closed,2025-03-19,"Enter a description of your request : Hi could you please check the below orders? 41561111 - error ""Postal code 10011 must have the length 7"". We checked and the correct postal code for the specified location is 10001, which is also less than 7 symbols. Could you please check on the FMS1 side why we receive this error for valid zip codes? 41539467 - could you please archive failed IDOC for this order? 41517785 - error ""No jurisdiction code could be determined"". Could you please fix/provide us the info, what data is wrong? 41489692 - error ""Material 8197877 does not exist in plant 3462 / country US"". Could you please check this error? Thanks, Artem..System (RP1/CP1/MIM) : RP1..Brand : SGH..Country : Cross..SAP Site # : 0..SAP User ID : 0","As per user request, we provided IDOC error details and there is no action from SAP Triage SCM.",Sap Errors SAP Retail (FMS1) NA,SCM_RPIDOC_XX_SGH_XXXX: IDOC'S failed with Errors
